outputscale,omega,lml
2.739999999999999325e+00,-6.000000000000000000e+00,-3.251899056495689697e+11
2.762499999999999289e+00,-6.000000000000000000e+00,-2.886758364730506592e+11
2.785000000000000142e+00,-6.000000000000000000e+00,-2.888642677073540039e+11
2.807500000000000107e+00,-6.000000000000000000e+00,-3.204085796158410645e+11
2.830000000000000071e+00,-6.000000000000000000e+00,-2.965672083526992798e+11
2.852500000000000036e+00,-6.000000000000000000e+00,-3.069697564643405151e+11
2.875000000000000000e+00,-6.000000000000000000e+00,-3.496462100547710571e+11
2.897499999999999964e+00,-6.000000000000000000e+00,-3.182531179710628662e+11
2.919999999999999929e+00,-6.000000000000000000e+00,-3.003584134835919189e+11
2.942499999999999893e+00,-6.000000000000000000e+00,-2.926950728314336548e+11
2.964999999999999858e+00,-6.000000000000000000e+00,-3.334796131679683228e+11
2.987499999999999822e+00,-6.000000000000000000e+00,-3.146647249923461914e+11
3.009999999999999787e+00,-6.000000000000000000e+00,-3.444191919984017944e+11
3.032499999999998863e+00,-6.000000000000000000e+00,-4.198989923945161133e+11
3.054999999999999716e+00,-6.000000000000000000e+00,-3.555258286865868530e+11
3.077500000000000568e+00,-6.000000000000000000e+00,-3.896265569407825317e+11
